Country_Korean,Risk_Index,2022_Export_1000USD,2023_Export_1000USD,2024_Export_1000USD,2022_Growth_Rate,2023_Growth_Rate,2024_Growth_Rate,Safety_Focused_Score,Safety_Focused_Export_Score,Safety_Focused_Growth_Score,Safety_Focused_Safety_Score,Growth_Focused_Score,Growth_Focused_Export_Score,Growth_Focused_Growth_Score,Growth_Focused_Safety_Score,Export_Focused_Score,Export_Focused_Export_Score,Export_Focused_Growth_Score,Export_Focused_Safety_Score,Balanced_Score,Balanced_Export_Score,Balanced_Growth_Score,Balanced_Safety_Score
스페인,3,16082.0,96483.0,685741.0,887.835181805419,499.9440368113419,610.7376429008218,35.37579613538744,4.954016801326906,21.92496387561029,50.0,24.145781685631555,4.954016801326906,21.92496387561029,50.0,17.357402855918203,4.954016801326906,21.92496387561029,50.0,25.256190590642188,4.954016801326906,21.92496387561029,50.0
대만,3,151192.0,888455.0,1357165.0,547.5160752560133,487.63360495264305,52.75562634010726,32.71641301340226,9.804602921763218,3.777462145248082,50.0,14.227397871501493,9.804602921763218,3.777462145248082,50.0,16.638254182107545,9.804602921763218,3.777462145248082,50.0,19.4523657346282,9.804602921763218,3.777462145248082,50.0
슬로베니아,2,599.0,3235.0,7632.0,1083.5151515151515,440.06677796327216,135.91962905718702,46.30747574280748,0.05513605898980366,6.482242655047599,75.0,18.90037280482652,0.05513605898980366,6.482242655047599,75.0,16.3295301664034,0.05513605898980366,6.482242655047599,75.0,25.10943787971598,0.05513605898980366,6.482242655047599,75.0
라트비아,3,3622.0,4603.0,42751.0,632.2361723786902,27.084483710657096,828.7638496632632,35.86495521577107,0.3088471773942736,29.01592890146106,50.0,27.47132677635549,0.3088471773942736,29.01592890146106,50.0,15.988494086728776,0.3088471773942736,29.01592890146106,50.0,26.699025713802705,0.3088471773942736,29.01592890146106,50.0
콜롬비아,2,3434.0,40019.0,55662.0,685.7746478873239,1065.37565521258,39.08893275694045,45.74701890762715,0.402120455383969,3.332974082751783,75.0,17.080208540727863,0.402120455383969,3.332974082751783,75.0,15.907867089780737,0.402120455383969,3.332974082751783,75.0,23.953825769715905,0.402120455383969,3.332974082751783,75.0
인도네시아,3,48022.0,367624.0,941641.0,454.9901574803149,665.5324642872017,156.14241725241007,32.788535894908655,6.802721923901692,7.139957550641597,50.0,15.644518915165296,6.802721923901692,7.139957550641597,50.0,15.509624664469335,6.802721923901692,7.139957550641597,50.0,19.896799597427147,6.802721923901692,7.139957550641597,50.0
싱가포르,3,90479.0,558279.0,831173.0,520.293276584425,517.0260502437029,48.881294119965105,31.931224104202602,6.004665036521498,3.6514554844915206,50.0,13.391806297999212,6.004665036521498,3.6514554844915206,50.0,14.333090118811203,6.004665036521498,3.6514554844915206,50.0,18.261981704753058,6.004665036521498,3.6514554844915206,50.0
카자흐스탄,3,42526.0,292398.0,651472.0,347.24345859804026,587.5746602078729,122.80316554832797,32.152419266941244,4.7064463603518565,6.055649974354363,50.0,14.57467925668299,4.7064463603518565,6.055649974354363,50.0,14.034997811081986,4.7064463603518565,6.055649974354363,50.0,18.834193897847303,4.7064463603518565,6.055649974354363,50.0
영국,3,57064.0,494868.0,756367.0,526.5894104473633,767.2157577456891,52.84217205396187,31.848903797490873,5.464242076774217,3.780276910680152,50.0,13.361014561762934,5.464242076774217,3.780276910680152,50.0,14.034600628200561,5.464242076774217,3.780276910680152,50.0,18.151383387304325,5.464242076774217,3.780276910680152,50.0
호주,3,41800.0,352988.0,596782.0,598.7341772151899,744.4688995215312,69.06580393667774,31.723854677053737,4.311347950216589,4.307925435052101,50.0,13.447024851074579,4.311347950216589,4.307925435052101,50.0,13.448393857140374,4.311347950216589,4.307925435052101,50.0,18.016574559085818,4.311347950216589,4.307925435052101,50.0
네덜란드,3,20391.0,253880.0,465356.0,1139.6728406848706,1145.0590946986417,83.29762092327083,31.626535378448573,3.361883630406063,4.770793261836791,50.0,13.534852683183287,3.361883630406063,4.770793261836791,50.0,12.971288830610996,3.361883630406063,4.770793261836791,50.0,17.916882393856536,3.361883630406063,4.770793261836791,50.0
아일랜드,3,4196.0,10991.0,49875.0,545.7310565635005,161.9399428026692,353.78036575379855,32.785627860323224,0.3603132785792004,13.567826023036922,50.0,18.212758269537993,0.3603132785792004,13.567826023036922,50.0,12.929753171754905,0.3603132785792004,13.567826023036922,50.0,20.53522439278853,0.3603132785792004,13.567826023036922,50.0
세르비아공화국,3,1798.0,8186.0,36098.0,233.81107491856676,355.2836484983315,340.9723918885903,32.68241004492386,0.26078373393788423,13.15126649068144,50.0,17.94291664119644,0.26078373393788423,13.15126649068144,50.0,12.786723538499018,0.26078373393788423,13.15126649068144,50.0,20.338741716453942,0.26078373393788423,13.15126649068144,50.0
슬로바키아,3,2832.0,7823.0,33992.0,599.7915581031787,176.23587570621467,334.5136137031829,32.63735480526995,0.24556930256569784,12.941204723784061,50.0,17.813836694783575,0.24556930256569784,12.941204723784061,50.0,12.73558252629623,0.24556930256569784,12.941204723784061,50.0,20.250152680283335,0.24556930256569784,12.941204723784061,50.0
캄보디아,3,24322.0,230539.0,404655.0,602.135004514313,847.8620179261574,75.52561605628549,31.488276124682955,2.9233597943552145,4.518020829059555,50.0,13.295484456306776,2.9233597943552145,4.518020829059555,50.0,12.65762004242504,2.9233597943552145,4.518020829059555,50.0,17.68421626993039,2.9233597943552145,4.518020829059555,50.0
인도(인디아),3,31959.0,208786.0,377008.0,510.44960375930873,553.293282017585,80.57149425727779,31.481151810568807,2.72362884271854,4.682130210125496,50.0,13.354003894619005,2.72362884271854,4.682130210125496,50.0,12.570603347656224,2.72362884271854,4.682130210125496,50.0,17.68994073686576,2.72362884271854,4.682130210125496,50.0
오만,3,1251.0,5803.0,23660.0,977.8546712802769,363.8689048760991,307.72014475271413,32.44814323313672,0.17092756232950138,12.069788603354075,50.0,17.276058674478342,0.17092756232950138,12.069788603354075,50.0,12.516514258068517,0.17092756232950138,12.069788603354075,50.0,19.879193710040482,0.17092756232950138,12.069788603354075,50.0
이라크,3,8986.0,65772.0,192885.0,1248.9576094510076,631.9385711106165,193.2630906768838,31.94814284254067,1.3934641952631392,8.347250017440205,50.0,15.287042849516752,1.3934641952631392,8.347250017440205,50.0,12.505528520645925,1.3934641952631392,8.347250017440205,50.0,18.756939265555022,1.3934641952631392,8.347250017440205,50.0
덴마크,3,4095.0,34847.0,117844.0,1542.7767354596624,750.9645909645909,238.1754526932017,32.1318597237051,0.8513435188147829,9.807955099710714,50.0,16.055041763589387,0.8513435188147829,9.807955099710714,50.0,12.472397131231013,0.8513435188147829,9.807955099710714,50.0,19.17858509552872,0.8513435188147829,9.807955099710714,50.0
키르기스스탄,3,47197.0,333752.0,412185.0,722.1019247594052,607.1466406763142,23.500383518301014,31.16074792215537,2.977758972053488,2.825980638723352,50.0,12.291140177644708,2.977758972053488,2.825980638723352,50.0,12.351851510976763,2.977758972053488,2.825980638723352,50.0,17.023719947105388,2.977758972053488,2.825980638723352,50.0
독일,3,26656.0,219431.0,353943.0,597.5498774938746,723.1955282112846,61.30036321212591,31.322473249088105,2.5569997545896324,4.055366490850903,50.0,12.944619845428468,2.5569997545896324,4.055366490850903,50.0,12.34527315092396,2.5569997545896324,4.055366490850903,50.0,17.38924652271725,2.5569997545896324,4.055366490850903,50.0
튀르키예,3,29040.0,392704.0,423329.0,559.6944770857815,1252.2865013774106,7.7984945404172095,31.074713572072294,3.0582668653163774,2.315300995045094,50.0,12.000833970090332,3.0582668653163774,2.315300995045094,50.0,12.298020318198844,3.0582668653163774,2.315300995045094,50.0,16.84360045761295,3.0582668653163774,2.315300995045094,50.0
미얀마,3,32173.0,310806.0,394516.0,1541.3395679662804,866.0460634693686,26.933199487783376,31.157548003138267,2.850112349111816,2.9376276665795222,50.0,12.332599069770076,2.850112349111816,2.9376276665795222,50.0,12.297592942782995,2.850112349111816,2.9376276665795222,50.0,17.030084771365352,2.850112349111816,2.9376276665795222,50.0
그리스,3,3134.0,14856.0,46544.0,1664.8580441640381,374.0268028079132,213.30102315562732,31.86704036285256,0.3362490473822617,8.998952766880539,50.0,15.466621469604775,0.3362490473822617,8.998952766880539,50.0,12.001539981805465,0.3362490473822617,8.998952766880539,50.0,18.700455820966894,0.3362490473822617,8.998952766880539,50.0
이탈리아,3,7000.0,36110.0,95434.0,569.6629213483146,415.85714285714283,164.28690113541955,31.618858130310567,0.6894463644697225,7.404844287083109,50.0,14.58079584514381,0.6894463644697225,7.404844287083109,50.0,11.894636676098456,0.6894463644697225,7.404844287083109,50.0,18.168771624174163,0.6894463644697225,7.404844287083109,50.0
우크라이나,3,25431.0,315448.0,314268.0,432.902765475839,1140.4073768235617,-0.37407116228348253,30.863975109206446,2.2703746051634717,2.0495009408687572,50.0,11.683775485553948,2.2703746051634717,2.0495009408687572,50.0,11.772124951271834,2.2703746051634717,2.0495009408687572,50.0,16.500912757896543,2.2703746051634717,2.0495009408687572,50.0
크로아티아,3,300.0,2987.0,8570.0,982.9787234042553,895.6666666666667,186.90994308670906,31.64050723987065,0.061912477141328276,8.14062372221193,50.0,14.896756728755424,0.061912477141328276,8.14062372221193,50.0,11.665272230727183,0.061912477141328276,8.14062372221193,50.0,18.27482323202717,0.061912477141328276,8.14062372221193,50.0
우즈베키스탄,3,5588.0,72126.0,142315.0,632.1518987341772,1190.7301360057265,97.31442198375065,31.25095960763211,1.0281300098445896,5.226668028315975,50.0,13.341626818958503,1.0281300098445896,5.226668028315975,50.0,11.66221161156995,1.0281300098445896,5.226668028315975,50.0,17.39910621427977,1.0281300098445896,5.226668028315975,50.0
스리랑카,3,671.0,2838.0,7922.0,1407.2664359861592,322.9508196721311,179.14023960535587,31.589031450416734,0.057231113642194,7.887926138441475,50.0,14.744201905793323,0.057231113642194,7.887926138441475,50.0,11.61192389587361,0.057231113642194,7.887926138441475,50.0,18.172339789469248,0.057231113642194,7.887926138441475,50.0
파키스탄,3,699.0,3506.0,9238.0,253.3284023668639,401.5736766809728,163.4911580148317,31.489140460099424,0.0667383271682136,7.378963973328911,50.0,14.440726049430989,0.0667383271682136,7.378963973328911,50.0,11.51583579096671,0.0667383271682136,7.378963973328911,50.0,17.971607087482028,0.0667383271682136,7.378963973328911,50.0
알바니아,3,1721.0,16591.0,39600.0,1409.9476439790576,864.0325392213829,138.68362365137725,31.37164412549561,0.28608332494709443,6.572137302530957,50.0,14.000499046507993,0.28608332494709443,6.572137302530957,50.0,11.486077455474447,0.28608332494709443,6.572137302530957,50.0,17.71467991849651,0.28608332494709443,6.572137302530957,50.0
스웨덴,3,12820.0,68516.0,124537.0,654.4930148715638,434.4461778471139,81.76338373518594,31.12411810130523,0.8996959353266742,4.7208945711994605,50.0,13.012475929785012,0.8996959353266742,4.7208945711994605,50.0,11.483996475435896,0.8996959353266742,4.7208945711994605,50.0,17.158266609077785,0.8996959353266742,4.7208945711994605,50.0
케냐,3,435.0,2676.0,6526.0,1443.4944237918216,515.1724137931035,143.87144992526157,31.357601855807697,0.04714595400517016,6.740863325033315,50.0,14.053947185821023,0.04714595400517016,6.740863325033315,50.0,11.376460237409765,0.04714595400517016,6.740863325033315,50.0,17.710489116214877,0.04714595400517016,6.740863325033315,50.0
나이지리아,3,3119.0,14137.0,31355.0,2559.952038369305,353.2542481564604,121.79387423074202,31.24986861795897,0.22651875388172088,6.022824335913134,50.0,13.658998352324225,0.22651875388172088,6.022824335913134,50.0,11.34047611951166,0.22651875388172088,6.022824335913134,50.0,17.47708536052977,0.22651875388172088,6.022824335913134,50.0
과테말라,3,323.0,3115.0,7341.0,998.7261146496814,864.3962848297214,135.6661316211878,31.305406364637204,0.053033780011025766,6.473998043174991,50.0,13.8950055819072,0.053033780011025766,6.473998043174991,50.0,11.326619876641614,0.053033780011025766,6.473998043174991,50.0,17.605509351273305,0.053033780011025766,6.473998043174991,50.0
바레인,3,399.0,4394.0,9553.0,320.6611570247934,1001.2531328320803,117.4101046882112,31.189852600894376,0.06901398998029276,5.880249014491587,50.0,13.541952206691011,0.06901398998029276,5.880249014491587,50.0,11.217458196886493,0.06901398998029276,5.880249014491587,50.0,17.372803802790724,0.06901398998029276,5.880249014491587,50.0
모로코,3,354.0,2398.0,5245.0,1435.7615894039736,577.4011299435028,118.72393661384486,31.192174191380115,0.03789159190271491,5.922979364997868,50.0,13.561365937379264,0.03789159190271491,5.922979364997868,50.0,11.207330828141203,0.03789159190271491,5.922979364997868,50.0,17.38055922356996,0.03789159190271491,5.922979364997868,50.0
레바논,3,1935.0,13706.0,27650.0,742.0,608.3204134366925,101.7364657814096,31.11404815705603,0.1997526246158374,5.37048816066431,50.0,13.262243421321752,0.1997526246158374,5.37048816066431,50.0,11.193949206902364,0.1997526246158374,5.37048816066431,50.0,17.208121051650476,0.1997526246158374,5.37048816066431,50.0
몽골,3,24088.0,178875.0,178762.0,689.0841521793902,642.5896712055795,-0.06317260656883299,30.670209493807167,1.2914350336917297,2.059612435344108,50.0,11.49405446794481,1.2914350336917297,2.059612435344108,50.0,11.18678350728386,1.2914350336917297,2.059612435344108,50.0,16.211275484245164,1.2914350336917297,2.059612435344108,50.0
키프로스,3,759.0,7406.0,15000.0,556.867469879518,875.7575757575758,102.5384823116392,31.10098748063473,0.10836489581329334,5.396572507360343,50.0,13.259616483578863,0.10836489581329334,5.396572507360343,50.0,11.144333438960045,0.10836489581329334,5.396572507360343,50.0,17.191138471688127,0.10836489581329334,5.396572507360343,50.0
노르웨이,3,7654.0,83810.0,110806.0,544.7920845032759,994.9830154167756,32.21095334685599,30.781955430869107,0.8004987096991856,3.1092784446463533,50.0,12.02566680872765,0.8004987096991856,3.1092784446463533,50.0,11.102154914748782,0.8004987096991856,3.1092784446463533,50.0,16.483860990768296,0.8004987096991856,3.1092784446463533,50.0
에스토니아,3,7223.0,62101.0,90382.0,515.2301927194861,759.7674096635747,45.540329463293666,30.8391489692048,0.6529490675598053,3.542795778464191,50.0,12.256267280590475,0.6529490675598053,3.542795778464191,50.0,11.10032859622872,0.6529490675598053,3.542795778464191,50.0,16.61300303165362,0.6529490675598053,3.542795778464191,50.0
루마니아,3,7825.0,59733.0,84685.0,574.4366867661059,663.3610223642172,41.77255453434449,30.806409361771777,0.6117920801299165,3.420254728728979,50.0,12.17451125326337,0.6117920801299165,3.420254728728979,50.0,11.051126193823746,0.6117920801299165,3.420254728728979,50.0,16.551639515530567,0.6117920801299165,3.420254728728979,50.0
쿠웨이트,3,12641.0,80307.0,101629.0,288.854841533882,535.2899295941777,26.550612026348887,30.73187713356191,0.7342010664406127,2.9251846013689398,50.0,11.901950974109486,0.7342010664406127,2.9251846013689398,50.0,11.025557560138155,0.7342010664406127,2.9251846013689398,50.0,16.39033416047976,0.7342010664406127,2.9251846013689398,50.0
우루과이,3,177.0,6396.0,11445.0,1405.5944055944058,3513.5593220338983,78.93996247654785,30.942349915782117,0.08268241550554284,4.629067163405036,50.0,12.793976781144131,0.08268241550554284,4.629067163405036,50.0,10.975422881984333,0.08268241550554284,4.629067163405036,50.0,16.876431590013677,0.08268241550554284,4.629067163405036,50.0
방글라데시,3,3755.0,26160.0,41437.0,797.8981118631991,596.671105193076,58.39831804281346,30.852067274907313,0.2993544125210291,3.960981962015544,50.0,12.436460059713532,0.2993544125210291,3.960981962015544,50.0,10.971809039915726,0.2993544125210291,3.960981962015544,50.0,16.674199108562526,0.2993544125210291,3.960981962015544,50.0
핀란드,3,2917.0,56505.0,73144.0,112.79175507729616,1837.0929036681523,29.446951597203785,30.709559938746768,0.5284161292911687,3.019383564442666,50.0,11.917313364523833,0.5284161292911687,3.019383564442666,50.0,10.920926390463235,0.5284161292911687,3.019383564442666,50.0,16.366278264564418,0.5284161292911687,3.019383564442666,50.0
괌,3,417.0,2742.0,4784.0,1795.307917888563,557.5539568345324,74.47118891320204,30.90365767903403,0.03456117743805302,4.48372721773209,50.0,12.697148566126865,0.03456117743805302,4.48372721773209,50.0,10.91748215000925,0.03456117743805302,4.48372721773209,50.0,16.80385924032425,0.03456117743805302,4.48372721773209,50.0
남아프리카 공화국,3,2765.0,22884.0,35008.0,318.31097079715863,727.631103074141,52.980248208355185,30.807535368426763,0.2529092181754516,3.7847676239583667,50.0,12.321442418010111,0.2529092181754516,3.7847676239583667,50.0,10.908699055696944,0.2529092181754516,3.7847676239583667,50.0,16.589779815035982,0.2529092181754516,3.7847676239583667,50.0
요르단,3,384.0,2586.0,4092.0,1319.3661971830986,573.4375,58.23665893271461,30.797057238634093,0.029561943577866425,3.955724249592605,50.0,12.379346938471137,0.029561943577866425,3.955724249592605,50.0,10.80888201606524,0.029561943577866425,3.955724249592605,50.0,16.591158282910403,0.029561943577866425,3.955724249592605,50.0
태국,4,130044.0,974354.0,1208074.0,737.5960448700215,649.2494847897634,23.98717509242021,17.313866731556384,8.72752087631657,2.841812781465344,25.0,8.45059184414252,8.72752087631657,2.841812781465344,25.0,10.804875082083012,8.72752087631657,2.841812781465344,25.0,11.254981375481108,8.72752087631657,2.841812781465344,25.0
북마케도니아,3,364.0,3799.0,5755.0,604.5673076923076,943.6813186813187,51.4872334824954,30.75555712569646,0.04157599836036688,3.7362096301219325,50.0,12.250040977745233,0.04157599836036688,3.7362096301219325,50.0,10.772187525040607,0.04157599836036688,3.7362096301219325,50.0,16.506956651556884,0.04157599836036688,3.7362096301219325,50.0
아르메니아,3,2419.0,12499.0,16746.0,1028.0188679245282,416.701116163704,33.97871829746379,30.65755016682225,0.1209785696859607,3.1667722644252896,50.0,11.924259072592365,0.1209785696859607,3.1667722644252896,50.0,10.705941594696634,0.1209785696859607,3.1667722644252896,50.0,16.303002476675903,0.1209785696859607,3.1667722644252896,50.0
라오스,3,1670.0,15758.0,20428.0,16.57532217449267,843.5928143712575,29.63574057621526,30.634620434663844,0.14757853944493043,3.0255236338742963,50.0,11.844829888213564,0.14757853944493043,3.0255236338742963,50.0,10.693651850441817,0.14757853944493043,3.0255236338742963,50.0,16.254483015383197,0.14757853944493043,3.0255236338742963,50.0
아제르바이잔,3,4246.0,36862.0,40383.0,373.3170134638923,768.1582666038624,9.551842005317129,30.532813176183584,0.2917399725085484,2.3723259084093677,50.0,11.481743539547331,0.2917399725085484,2.3723259084093677,50.0,10.649509165187002,0.2917399725085484,2.3723259084093677,50.0,16.03645235511631,0.2917399725085484,2.3723259084093677,50.0
도미니카 공화국,3,624.0,11614.0,14484.0,0.0,1761.2179487179485,24.711555019803686,30.594001852235444,0.10463714339731606,2.865372117779906,50.0,11.740150699347407,0.10463714339731606,2.865372117779906,50.0,10.635856709594371,0.10463714339731606,2.865372117779906,50.0,16.17753999013116,0.10463714339731606,2.865372117779906,50.0
부탄,3,851.0,8796.0,10895.0,384.44924406047517,933.6075205640423,23.8631195998181,30.583297420902056,0.07870903599238874,2.8377780685179013,50.0,11.718408648309218,0.07870903599238874,2.8377780685179013,50.0,10.614781035299014,0.07870903599238874,2.8377780685179013,50.0,16.158723938204876,0.07870903599238874,2.8377780685179013,50.0
리비아,3,1073.0,8430.0,10451.0,197.58308157099697,685.6477166821994,23.973902728351128,30.583376510687295,0.07550143507631527,2.8413811183601525,50.0,11.719928958031355,0.07550143507631527,2.8413811183601525,50.0,10.61357708471782,0.07550143507631527,2.8413811183601525,50.0,16.159202877866957,0.07550143507631527,2.8413811183601525,50.0
몰도바,3,4269.0,27524.0,29844.0,1085.0714285714287,544.7411571796674,8.429007411713414,30.510282049461964,0.21560279671012844,2.3358074505996855,50.0,11.444605029701837,0.21560279671012844,2.3358074505996855,50.0,10.596523168146014,0.21560279671012844,2.3358074505996855,50.0,15.999003819252913,0.21560279671012844,2.3358074505996855,50.0
헝가리,3,1929.0,17189.0,19342.0,1111.348897535668,791.0834629341628,12.525452324160803,30.521754180797892,0.13973292098804801,2.469037983001411,50.0,11.509369373998457,0.13973292098804801,2.469037983001411,50.0,10.57764734919311,0.13973292098804801,2.469037983001411,50.0,16.02953506949698,0.13973292098804801,2.469037983001411,50.0
브루나이,3,1856.0,18027.0,18874.0,1425.3227408143,871.282327586207,4.698507793864758,30.470166131784218,0.13635193623867325,2.2144787226824167,50.0,11.355957620857184,0.13635193623867325,2.2144787226824167,50.0,10.524706906279688,0.13635193623867325,2.2144787226824167,50.0,15.926697069944568,0.13635193623867325,2.2144787226824167,50.0
불가리아,3,4989.0,75463.0,57285.0,632.1339434276206,1412.587692924434,-24.08862621417118,30.338413453627577,0.41384553711096733,1.278221731026922,50.0,10.849702146038346,0.41384553711096733,1.278221731026922,50.0,10.503951668471965,0.41384553711096733,1.278221731026922,50.0,15.63544235354406,0.41384553711096733,1.278221731026922,50.0
벨라루스,3,3284.0,15175.0,15628.0,587.0575221238938,362.088915956151,2.985172981878089,30.454331386345554,0.11290177278467657,2.158755158943092,50.0,11.31783344992279,0.11290177278467657,2.158755158943092,50.0,10.499492095459424,0.11290177278467657,2.158755158943092,50.0,15.897372595412639,0.11290177278467657,2.158755158943092,50.0
마카오,3,5751.0,0.0,12826.0,251.74311926605503,0.0,0.0,30.430865247374673,0.09265921024675336,2.0616670266266115,50.0,11.255532058025317,0.09265921024675336,2.0616670266266115,50.0,10.467928931473374,0.09265921024675336,2.0616670266266115,50.0,15.85246457372467,0.09265921024675336,2.0616670266266115,50.0
볼리비아,3,3300.0,0.0,10037.0,1841.1764705882351,0.0,0.0,30.426835518115695,0.07251056395186835,2.0616670266266115,50.0,11.25150232876634,0.07251056395186835,2.0616670266266115,50.0,10.455839743696444,0.07251056395186835,2.0616670266266115,50.0,15.846419979836206,0.07251056395186835,2.0616670266266115,50.0
몰디브,3,0.0,0.0,6170.0,0.0,0.0,0.0,30.421248224087563,0.04457409381120133,2.0616670266266115,50.0,11.245915034738207,0.04457409381120133,2.0616670266266115,50.0,10.439077861612043,0.04457409381120133,2.0616670266266115,50.0,15.838039038794005,0.04457409381120133,2.0616670266266115,50.0
모리셔스,3,0.0,0.0,6024.0,0.0,0.0,0.0,30.421037273757047,0.043519342158618614,2.0616670266266115,50.0,11.245704084407691,0.043519342158618614,2.0616670266266115,50.0,10.438445010620493,0.043519342158618614,2.0616670266266115,50.0,15.83772261329823,0.043519342158618614,2.0616670266266115,50.0
탄자니아,3,2234.0,0.0,5476.0,6881.25,0.0,0.0,30.42024548758497,0.039560411298239624,2.0616670266266115,50.0,11.244912298235615,0.039560411298239624,2.0616670266266115,50.0,10.436069652104266,0.039560411298239624,2.0616670266266115,50.0,15.836534934040117,0.039560411298239624,2.0616670266266115,50.0
